"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"foetus","30","/ˈfiːtəs/","","","","胎儿；胚胎","","","","","","","",""
"merge","4598","/mɜːdʒ/","（使）结合","","","","","","","","","","",""
"aware","27449","/əˈweə(r)/","","","","","知道的；意识到的","","","","","","",""
"impulse","5741","/ˈɪmpʌls/","","","","冲动，突如其来的念头；刺激，驱使；脉冲","","","","","","","",""
"incapacitate","397","/ˏɪnkəˈpæsɪteɪt/","","使无能力；使伤残；使不适合；使无资格","","","","","","","","","",""
"appear","107943","/əˈpɪə(r)/","出现，显露，公开露面；出场，问世；仿佛，似乎","","","","","","","","","","",""
"collect","118","/kəˈlekt/","收集，搜集；领取，接走；收（税等）；聚焦；积累","","","","","","","","","","",""
"attract","20594","/əˈtrækt/","","吸引，招引，引诱，引起（注意等）","","","","","","","","","",""
"describe","76859","/dɪˈskraɪb/","","描述，描写，形容","","","","","","","","","",""
"chunk","140","/tʃʌŋk/","","","","大块；相当大的部分（或数量）","","","","","","","",""
"agency","61661","/ˈeɪdʒənsɪ/","","","","机构；代理，代办","","","","","","","",""
"conceive","6914","/kənˈsiːv/","（构）想出，构想，设想；怀孕","","","","","","","","","","",""
"affect","2987","/əˈfekt/","影响；感染","","","","","","","","","","",""
"frustrate","5343","/frʌˈstreɪt/","","使沮丧；挫败","","","","","","","","","",""
"extend","28324","/ɪkˈstend/","延长；扩大","","","","","","","","","","",""
"introduce","33775","/ˏɪntrəˈdjuːs/","","介绍；传入，引进；提出；采用，推行","","","","","","","","","",""
"advice","24189","/ədˈvaɪs/","","","","劝告，忠告；建议，（医生等的）意见","","","","","","","",""
"attitude","37790","/ˈætɪtjuːd/","","","","态度，看法；姿势","","","","","","","",""
"deliver","31985","/dɪˈlɪvə(r)/","交付，递送；发表，表达；释放；接生","","","","","","","","","","",""
"degrade","2187","/dɪˈgreɪd/","（使）降级；（使）堕落；（使）降解；（使）退化","","","","","","","","","","",""
"particle","8418","/ˈpɑːtɪkl/","","","","极少量；微粒","","","","","","","",""
"downpour","661","/ˈdaunpɔː(r)/","","","","暴雨","","","","","","","",""
"telescope","220","/ˈtelɪskəup/","","","","望远镜","","","","","","","",""
"prepare","53253","/prɪˈpeə(r)/","准备，预备","","","","","","","","","","",""
"registration","5043","/ˏredʒɪˈstreɪʃn/","","","","登记，注册；（邮件等的）挂号；登记或注册的项目","","","","","","","",""
"chaos","7965","/ˈkeɪɔs/","","","","混乱","","","","","","","",""
"subtropical","361","/ˏsʌbˈtrɔpɪkl/","","","","","亚热带的","","","","","","",""
"detract","798","/dɪˈtrækt/","去掉，减损","","","","","","","","","","",""
"depress","1219","/dɪˈpres/","","使沮丧；使不景气；降低，减少","","","","","","","","","",""
"scarce","204","/skeəs/","","","","","缺乏的，不足的；稀少的，罕见的","","","","","","",""
"evidence","1964","/ˈevɪdəns/","","","","根据，证据；形迹，迹象","","","","","","","",""
"majority","40198","/məˈdʒɔrətɪ/","","","","多数，大多数","","","","","","","",""
"despite","55875","/dɪˈspaɪt/","","","","","","","不管，尽管","","","","",""
"dissolve","6572","/dɪˈzɔlv/","溶解；解散；结束","","","","","","","","","","",""
"deploy","6383","/dɪˈplɔɪ/","","部署；使用，运用","","","","","","","","","",""
"branch","1208","/brɑːntʃ/","","","","树枝；分部，分科","","","","","","","",""
"chancellor","2434","/ˈtʃɑːnsələ(r)/","","","","大臣；总理；首席法官；大学校长","","","","","","","",""
"herbivore","380","/ˈhɜːbɪvɔː(r)/","","","","食草动物","","","","","","","",""
"harridan","52","/ˈhærɪdən/","","","","凶恶的老妇；老巫婆","","","","","","","",""
"accommodation","4782","/əˏkɔməˈdeɪʃn/","","","","住处，膳宿；适应，调节","","","","","","","",""
"section","216","/ˈsekʃn/","","","","部分；部门；截面","","","","","","","",""
"ailment","2054","/ˈeɪlmənt/","","","","（不严重的）疾病","","","","","","","",""
"adhere","3405","/ədˈhɪə(r)/","","","黏附；遵守；坚持","","","","","","","","",""
"propel","3201","/prəˈpel/","","推进，推动；驱使","","","","","","","","","",""
"posture","335","/ˈpɔstʃə(r)/","","","","姿势；心情；态度","","","","","","","",""
"empire","10860","/ˈempaɪə(r)/","","","","帝国","","","","","","","",""
"mechanic","6644","/mɪˈkænɪk/","","","","机修工；[-s]力学，机械学","","","","","","","",""
"glacial","851","/ˈgleɪsɪəl/","","","","","冰期的；冰川的；寒冷的，冰冷的；冷若冰霜的","","","","","","",""
"badminton","409","/ˈbædmɪntən/","","","","羽毛球","","","","","","","",""
"argument","36097","/ˈɑːgjumənt/","","","","争吵，争论；观点，论据；说理，论证","","","","","","","",""
"chase","10904","/tʃeɪs/","追捕；追求；雕镂","","","","","","","","","","",""
"convince","18380","/kənˈvɪns/","","（使）确信；说服","","","","","","","","","",""
"teem","318","/tiːm/","","","倾泻；充满，遍布","","","","","","","","",""
"confront","14841","/kənˈfrʌnt/","","遭遇；面对，正视","","","","","","","","","",""
"exhibition","15124","/ˏeksɪˈbɪʃn/","","","","展览（会）；陈列，展览","","","","","","","",""
"whereas","13714","/ˏweərˈæz/","","","","","","","","然而，但是","","","",""
"oak","11358","/əuk/","","","","橡树，橡木","","","","","","","",""
"poultry","2543","/ˈpəultrɪ/","","","","家禽；禽肉","","","","","","","",""
"confirmation","4929","/ˏkɔnfəˈmeɪʃn/","","","","证实，确认；批准","","","","","","","",""
"unquote","0","/ʌnˈkwəut/","结束引语","","","","","","","","","","",""
"numerous","16521","/ˈnjuːmərəs/","","","","","众多的","","","","","","",""
"balcony","4190","/ˈbælkənɪ/","","","","阳台；楼座","","","","","","","",""
"postgraduate","0","/ˏpəustˈgrædʒuət/","","","","研究生","","","","","","","",""
"prime","1111","/praɪm/","","","","","首要的；最好的","","","","","","",""
"settle","31104","/ˈsetl/","定居，安家；解决，调停；安排，安放；支付，结算；安置于；（鸟等）飞落，停留，栖息","","","","","","","","","","",""
"fallow","490","/ˈfæləu/","","","","","（土地）休耕的；休闲的","","","","","","",""
"troupe","1359","/truːp/","","","","（演出的）班子，团，队；（尤指）马戏团，芭蕾舞团","","","","","","","",""
"premise","389","/ˈpremɪs/","","","","前提，假设；（企业、机构等使用的）房屋和地基，经营场址","","","","","","","",""
"niggle","0","/ˈnɪgl/","拘泥小节；挑剔，吹毛求疵；为小事操心；不断地烦扰","","","","","","","","","","",""
"prospectus","433","/prəˈspektəs/","","","","内容说明书，简章，简介","","","","","","","",""
"liaise","40","/lɪˈeɪz/","","","做联络人；联络，联系","","","","","","","","",""
"modernism","1772","/ˈmɔdənɪzəm/","","","","现代主义","","","","","","","",""
"artery","3950","/ˈɑːtərɪ/","","","","动脉；干线，要道","","","","","","","",""
"barbecue","843","/ˈbɑːbɪkjuː/","","","","金属烤肉架；烧烤野餐","","","","","","","",""
"adapt","12037","/əˈdæpt/","使适合；改编；适应","","","","","","","","","","",""
"succession","3456","/səkˈseʃn/","","","","连续；接替，继承","","","","","","","",""
"sift","2363","/sɪft/","细查；筛；过滤","","","","","","","","","","",""
"spark","4330","/spɑːk/","","","","火花","","","","","","","",""
"sympathy","6482","/ˈsɪmpəθɪ/","","","","同情；赞同，支持","","","","","","","",""
"exposure","17768","/ɪkˈspəuʒə(r)/","","","","暴露；显露；接触；曝光","","","","","","","",""
"fierce","6112","/fɪəs/","","","","","凶猛的；强烈的","","","","","","",""
"crime","51514","/kraɪm/","","","","罪行；犯罪","","","","","","","",""
"constitute","12632","/ˈkɔnstɪtjuːt/","组成；构成；设立，成立","","","","","","","","","","",""
"deceive","2109","/dɪˈsiːv/","欺骗，蒙骗","","","","","","","","","","",""
"haul","1673","/hɔːl/","","用力拖；搬运","","","","","","","","","",""
"emission","12910","/ɪˈmɪʃn/","","","","（光、热等的）散发；散发物","","","","","","","",""
"procession","2517","/prəˈseʃn/","","","","队伍，行列","","","","","","","",""
"bistro","1100","/ˈbiːstrəu/","","","","小酒馆；小餐馆","","","","","","","",""
"pearl","21","/pɜːl/","","","","珍珠","","","","","","","",""
"surpass","3023","/səˈpɑːs/","超过，超越，优于，胜过；超过……的界限，非……所能办到（或理解）","","","","","","","","","","",""
"sociology","2522","/ˏsəusɪˈɔlədʒɪ/","","","","社会学","","","","","","","",""
"violent","16985","/ˈvaɪələnt/","","","","","暴力的；带有强烈感情的；猛烈的","","","","","","",""
"frock","55","/frɔk/","","","","上衣；连衣裙","","","","","","","",""
"statue","7535","/ˈstætʃuː/","","","","塑像","","","","","","","",""
"appliance","3863","/əˈplaɪəns/","","","","用具，器具","","","","","","","",""
"facility","32206","/fəˈsɪlətɪ/","","","","设备，设施；便利条件","","","","","","","",""
"consolation","1531","/ˏkɔnsəˈleɪʃn/","","","","安慰；慰问","","","","","","","",""
"texture","6513","/ˈtekstʃə(r)/","","","","质地，纹理；口感","","","","","","","",""
"assumption","14418","/əˈsʌmpʃn/","","","","假定，假设；担任，承担","","","","","","","",""
"dissatisfied","1512","/dɪˈsætɪsfaɪd/","","","","","不满意的，不满足的","","","","","","",""
"simultaneous","2135","/ˏsɪmlˈteɪnɪəs/","","","","","同时的，同时发生的，同时存在的；同步的","","","","","","",""
"toxic","7194","/ˈtɔksɪk/","","","","","有毒的；中毒的","","","","","","",""
"utilise","0","/ˈjuːtəlaɪz/","","利用，运用","","","","","","","","","",""
"overrate","119","/ˏəuvəˈreɪt/","","对……评价过高，高估","","","","","","","","","",""
"dormant","1227","/ˈdɔːmənt/","","","","","休眠的；静止的；隐匿的","","","","","","",""
"displace","3078","/dɪsˈpleɪs/","","取代；迫使（人们）离开家园；撤职，使失业","","","","","","","","","",""
"engrave","1096","/ɪnˈgreɪv/","","（在……上）雕刻；（使）铭记","","","","","","","","","",""
"invade","5975","/ɪnˈveɪd/","侵犯，侵入，侵略，侵袭","","","","","","","","","","",""
"arcade","1227","/ɑːˈkeɪd/","","","","拱廊，有拱廊的街道","","","","","","","",""
"commentary","5284","/ˈkɔməntrɪ/","","","","（尤指电台或电视台所作的）实况报道，现场解说；注释，解释；批评；评价","","","","","","","",""
"territory","17219","/ˈterətrɪ/","","","","领土，版图；领域，范围","","","","","","","",""
"prohibit","7433","/prəˈhɪbɪt/","禁止，阻止","","","","","","","","","","",""
"calendar","5777","/ˈkælɪndə(r)/","","","","日历；月历；日程表","","","","","","","",""
"shatter","4533","/ˈʃætə(r)/","（使）破碎，碎裂；给予极大打击","","","","","","","","","","",""
"truce","1309","/truːs/","","","","休战（协定）","","","","","","","",""
"tough","495","/tʌf/","","","","","难对付的；健壮的；（肉等食物）老的","","","","","","",""
"pension","24","/ˈpenʃn/","","","","养老金，抚恤金；年金","","","","","","","",""
"assign","13864","/əˈsaɪn/","","指派，分配；指定","","","","","","","","","",""
"concert","14683","/ˈkɔnsət/","","","","音乐会，演奏会","","","","","","","",""
"climate","20219","/ˈklaɪmɪt/","","","","气候；风气，思潮","","","","","","","",""
"reluctant","7359","/rɪˈlʌktənt/","","","","","不情愿的，勉强的；难得到的，难处理的","","","","","","",""
"predominant","1254","/prɪˈdɔmɪnənt/","","","","","卓越的，突出的；支配的，主要的，盛行的","","","","","","",""
"daunt","238","/dɔːnt/","","使气馁，使胆怯","","","","","","","","","",""
"itinerary","1297","/aɪˈtɪnərərɪ/","","","","行程表；旅行路线，旅行计划","","","","","","","",""
"acclimatise","0","/əˈklaɪmətaɪz/","（使……）服水土；（使……）适应新环境","","","","","","","","","","",""
"meadow","5069","/ˈmedəu/","","","","草地","","","","","","","",""
"forthcoming","3094","/ˏfɔːθˈkʌmɪŋ/","","","","","即将到来的","","","","","","",""
"quantity","7353","/ˈkwɔntətɪ/","","","","数量，数目；量；众多，大宗","","","","","","","",""
"integral","32","/ˈɪntɪgrəl/","","","","","不可或缺的，构成整体所必需的；完整的，完备的","","","","","","",""
"intensive","5361","/ɪnˈtensɪv/","","","","","加强的；密集的","","","","","","",""
"acknowledge","23806","/əkˈnɔlɪdʒ/","承认，确认；致意；感谢","","","","","","","","","","",""
"liquor","4272","/ˈlɪkə(r)/","烈性酒；含酒精饮料","","","","","","","","","","",""
"presence","33025","/ˈprezns/","","","","出席；存在；仪态","","","","","","","",""
"develop","90914","/dɪˈveləp/","发展；生长，形成；开发","","","","","","","","","","",""
"pudding","2222","/ˈpudɪŋ/","","","","布丁","","","","","","","",""
"imitate","3601","/ˈɪmɪteɪt/","","模仿，模拟；仿效","","","","","","","","","",""
"constitution","0","/ˏkɔnstɪˈtjuːʃn/","","","","宪法，章程；体质，体格；组成，形成","","","","","","","",""
"modem","4650","/ˈməudem/","","","","调制解调器","","","","","","","",""
"maintenance","10835","/ˈmeɪntənəns/","","","","维持；保养；抚养费","","","","","","","",""
"spouse","8018","/spauz/","","","","配偶","","","","","","","",""
"furnace","2047","/ˈfɜːnɪs/","","","","熔炉","","","","","","","",""
"expedition","5836","/ˏekspɪˈdɪʃn/","","","","远征，探险，考察；（短途的）旅行，出行；远征队，探险队，考察队","","","","","","","",""
"incendiary","34","/ɪnˈsendɪərɪ/","","","","","放火的，能引起燃烧的；煽动性的","","","","","","",""
"expansion","12932","/ɪkˈspænʃn/","","","","扩大，扩张","","","","","","","",""
"encase","941","/ɪnˈkeɪs/","","装入，包住","","","","","","","","","",""
"postpone","3238","/pəˈspəun/","延迟，延期","","","","","","","","","","",""
"skim","456","/skɪm/","撇去；掠过，擦过；浏览，略读","","","","","","","","","","",""
"retain","12872","/rɪˈteɪn/","","保留；保持","","","","","","","","","",""
"culminate","2571","/ˈkʌlmɪneɪt/","","","（以某种结果）告终；（在某一点）结束","","","","","","","","",""
"incident","19337","/ˈɪnsɪdənt/","","","","发生的事；事件，事变","","","","","","","",""
"previous","33696","/ˈpriːvɪəs/","","","","","以前的，在……之前的；早先的，稍前的","","","","","","",""
"lull","627","/lʌl/","","","","间歇，暂停；平静期","","","","","","","",""
"county","0","/ˈkauntɪ/","","","","郡，县","","","","","","","",""
"betray","5236","/bɪˈtreɪ/","","出卖，泄露（秘密等）；辜负；流露情感","","","","","","","","","",""
"opulent","610","/ˈɔpjulənt/","","","","","豪华的，华丽的，富裕的；丰富的，丰饶的","","","","","","",""
"dispense","2138","/dɪˈspens/","","分发，分配；提供","","","","","","","","","",""
"behalf","2794","/bɪˈhɑːf/","","","","利益；代表","","","","","","","",""
"govern","8223","/ˈgʌvn/","统治，管理；控制，支配","","","","","","","","","","",""
"mingle","2223","/ˈmɪŋgl/","（使）混合，（使）联结；相往来；混杂其中","","","","","","","","","","",""
"formidable","3558","/ˈfɔːmɪdəbl/","","","","","可怕的；难以应付的，难以克服的","","","","","","",""
"belt","735","/belt/","","","","腰带；地带","","","","","","","",""
"crockery","184","/ˈkrɔkərɪ/","","","","陶器；瓦器","","","","","","","",""
"diversify","2095","/daɪˈvɜːsɪfaɪ/","（使）多样化","","","","","","","","","","",""
"threshold","5945","/ˈθreʃhəuld/","","","","入门，门槛；界限；开端，起点","","","","","","","",""
"vacation","737","/vəˈkeɪʃn/","","","","假期；休假","","","","","","","",""
"deter","3215","/dɪˈtɜː(r)/","威慑，吓住，（使）断念","","","","","","","","","","",""
"goal","64791","/gəul/","","","","球门；射门，进球得分；目标","","","","","","","",""
"crush","2358","/krʌʃ/","","碾碎；压服，压垮；镇压，制服；压碎，压坏","","","","","","","","","",""
"urgent","4712","/ˈɜːdʒənt/","","","","","紧急的，紧迫的；催促的，急切的","","","","","","",""
"thigh","7129","/θaɪ/","","","","大腿","","","","","","","",""
"maximise","0","/ˈmæksɪmaɪz/","","使增加到最大限度，最佳化；充分利用","","","","","","","","","",""
"entrust","1426","/ɪnˈtrʌst/","","委托，交付，托付","","","","","","","","","",""
"pamper","918","/ˈpæmpə(r)/","","纵容，娇惯；精心护理","","","","","","","","","",""
"synchronise","0","/ˈsɪŋkrənaɪz/","（使）同步发生，同速进行","","","","","","","","","","",""
"estuary","979","/ˈestʃuərɪ/","","","","（江河入海口的）河口，河口湾","","","","","","","",""
"cascade","1052","/kæˈskeɪd/","","","","小瀑布","","","","","","","",""
"irritate","2160","/ˈɪrɪteɪt/","","使烦躁；使疼痛；刺激","","","","","","","","","",""
"commence","1733","/kəˈmens/","开始，着手","","","","","","","","","","",""
"initiative","17902","/ɪˈnɪʃətɪv/","","","","倡议，新方案；主动性，积极性；主动权","","","","","","","",""
"fruitful","1231","/ˈfruːtfl/","","","","","多产的，富饶的；富有成效的","","","","","","",""
"stationary","1559","/ˈsteɪʃənrɪ/","","","","","静止的，不动的，固定的；稳定的","","","","","","",""
"superficial","2249","/ˏsuːpəˈfɪʃl/","","","","","表面的；肤浅的","","","","","","",""
"rotate","4535","/rəuˈteɪt/","（使）旋转，转动；轮流，轮换","","","","","","","","","","",""
"flask","913","/flɑːsk/","","","","长颈瓶；烧瓶","","","","","","","",""
"attend","36283","/əˈtend/","出席，参加；随同，陪同；专心，注意","","","","","","","","","","",""
"rim","494","/rɪm/","","","","（圆形物体的）边，缘","","","","","","","",""
"motivate","9087","/ˈməutɪveɪt/","","使有动机；激励，激发","","","","","","","","","",""
"architect","9625","/ˈɑːkɪtekt/","","","","建筑师，设计师；创造者","","","","","","","",""
"symptom","17415","/ˈsɪmptəm/","","","","症状；征候，征兆","","","","","","","",""
"tremendous","12343","/trɪˈmendəs/","","","","","极大的，巨大的；非常的，惊人的","","","","","","",""
"destination","7804","/ˏdestɪˈneɪʃn/","","","","目的地，终点；目标","","","","","","","",""
"welfare","20635","/ˈwelfeə(r)/","","","","福利","","","","","","","",""
"envisage","627","/ɪnˈvɪzɪdʒ/","","展望，想象；面对","","","","","","","","","",""
"binoculars","2720","/bɪˈnɔkjuləz/","","","","双筒望远镜","","","","","","","",""
"vegetation","3748","/ˏvedʒɪˈteɪʃn/","","","","植物，草木","","","","","","","",""
"erroneous","1048","/ɪˈrəunɪəs/","","","","","错误的，不正确的","","","","","","",""
"robust","3723","/rəuˈbʌst/","","","","","健壮的，强壮的；坚定的","","","","","","",""
"immense","4193","/ɪˈmens/","","","","","巨大的，广大的","","","","","","",""
"baron","0","/ˈbærən/","","","","贵族；男爵","","","","","","","",""
"independence","16399","/ˏɪndɪˈpendəns/","","","","独立，自主","","","","","","","",""
"intense","15638","/ɪnˈtens/","","","","","强烈的，剧烈的；紧张的；热情的，热切的","","","","","","",""
"thesis","4129","/ˈθiːsɪs/","","","","论文","","","","","","","",""
"withdraw","12074","/wɪðˈdrɔː/","收回；撤退；缩回，退出；提取（钱）","","","","","","","","","","",""
"cord","6576","/kɔːd/","","","","线；带","","","","","","","",""
"primary","28506","/ˈpraɪmərɪ/","","","","","最初的，初级的；首要的，基本的","","","","","","",""
"coincide","3271","/ˏkəuɪnˈsaɪd/","","","同时发生；一致","","","","","","","","",""
"insist","29171","/ɪnˈsɪst/","坚持，坚决认为；一定要","","","","","","","","","","",""
"crew","74","/kruː/","","","","全体船员；工作人员；队，组","","","","","","","",""
"exhaustion","2314","/ɪgˈzɔːstʃən/","","","","精疲力竭；耗尽","","","","","","","",""
"indigenous","9384","/ɪnˈdɪdʒɪnəs/","","","","","土产的，本地的，本土的","","","","","","",""
"consistent","17581","/kənˈsɪstənt/","","","","","一致的，协调的；相符的，相容的","","","","","","",""
"sympathetic","4737","/ˏsɪmpəˈθetɪk/","","","","","同情的，体谅的；赞同的，支持的；和谐的","","","","","","",""
"personalize","934","/ˈpɜːsənəlaɪz/","","使成为私人的；在（物品）上标出主人姓名（或记号）；个人化","","","","","","","","","",""
"incompatible","1603","/ˏɪŋkəmˈpætəbl/","","","","","不兼容的，不能和谐共存的，不协调的，合不来的","","","","","","",""
"predominate","868","/prɪˈdɔmɪneɪt/","","","统治，支配；（数量、力量上）占优势","","","","","","","","",""
"terrestrial","1884","/təˈrestrɪəl/","","","","","陆地的，陆生的，陆栖的；地球的","","","","","","",""
"beware","1630","/bɪˈweə(r)/","谨防，当心","","","","","","","","","","",""
"compensation","8067","/ˏkɔmpenˈseɪʃn/","","","","补偿，赔偿；赔偿物；赔偿金","","","","","","","",""
"finite","1816","/ˈfaɪnaɪt/","","","","","有限的；限定的","","","","","","",""
"hasty","1018","/ˈheɪstɪ/","","","","","草率的，匆忙的","","","","","","",""
"geometry","2508","/dʒɪˈɔmətrɪ/","","","","几何；几何学","","","","","","","",""
"correspond","5018","/ˏkɔrɪˈspɔnd/","","","相一致，符合；通信；相当于，相应","","","","","","","","",""
"farewell","321","/ˏfeəˈwel/","","","","告别；欢送会","","","","","","","",""
"adjacent","1880","/əˈdʒeɪsnt/","","","","","邻近的，毗连的","","","","","","",""
"charity","10147","/ˈtʃærətɪ/","","","","慈善；施舍；慈善机构","","","","","","","",""
"comedy","10599","/ˈkɔmədɪ/","","","","喜剧；喜剧性（事件）","","","","","","","",""
"gorgeous","4919","/ˈgɔːdʒəs/","","","","","华丽的；极好的","","","","","","",""
"recommend","23563","/ˏrekəˈmend/","","推荐；劝告；使受欢迎","","","","","","","","","",""
"survive","29964","/səˈvaɪv/","活下来；幸免于；比……活得长，比……长命","","","","","","","","","","",""
"grim","4719","/grɪm/","","","","","严厉的；可怕的；讨厌的","","","","","","",""
"apparatus","3010","/ˏæpəˈreɪtəs/","","","","器械，器具，仪器；机构，组织","","","","","","","",""
"dome","5264","/dəum/","","","","圆屋顶；穹顶","","","","","","","",""
"formal","17143","/ˈfɔːml/","","","","","正式的；正规的","","","","","","",""
"explore","25991","/ɪkˈsplɔː(r)/","探险，探索；仔细检查，探究","","","","","","","","","","",""
"extension","10528","/ɪkˈstenʃn/","","","","伸展；延长部分；电话分机","","","","","","","",""
"consist","17762","/kənˈsɪst/","","","由……组成，由……构成；在于，存在于","","","","","","","","",""
"brew","1174","/bruː/","酿造；冲泡；酝酿","","","","","","","","","","",""
"historian","14702","/hɪˈstɔːrɪən/","","","","历史学家，历史学工作者","","","","","","","",""
"aspiration","4645","/ˏæspəˈreɪʃn/","","","","强烈的愿望；志向","","","","","","","",""
"considerable","12229","/kənˈsɪdərəbl/","","","","","相当大（或多）的，可观的；值得考虑的，重要的","","","","","","",""
"clumsy","1891","/ˈklʌmzɪ/","","","","","笨拙的；不得体的","","","","","","",""
"plastic","26626","/ˈplæstɪk/","","","","","塑料（制）的","","","","","","",""
"fascinate","3939","/ˈfæsɪneɪt/","强烈地吸引，使着迷","","","","","","","","","","",""
"supervise","4197","/ˈsuːpəvaɪz/","","监督，管理；指导","","","","","","","","","",""
"evaluate","17075","/ɪˈvæljueɪt/","","评价，估价","","","","","","","","","",""
"curiosity","6129","/ˏkjuərɪˈɔsətɪ/","","","","好奇，好奇心；稀奇或罕见的事物或人，古玩","","","","","","","",""
"residential","8071","/ˏrezɪˈdenʃl/","","","","","居住的，住宅的；寄宿的","","","","","","",""
"decade","59303","/ˈdekeɪd/","","","","十年，十年期","","","","","","","",""
"courtship","1472","/ˈkɔːt-ʃɪp/","","","","求爱或追求；求爱期，追求期","","","","","","","",""
"interface","624","/ˈɪntəfeɪs/","","","","界面；接口；接合点","","","","","","","",""
"turbid","132","/ˈtɜːbɪd/","","","","","混浊的；紊乱的","","","","","","",""
"repertoire","2595","/ˈrepətwɑː(r)/","","","","（剧团等）常备剧目；（剧团、演员等的）全部节目","","","","","","","",""
"monotonous","563","/məˈnɔtənəs/","","","","","单调的，无聊的","","","","","","",""
"speculation","6133","/ˏspekjuˈleɪʃn/","","","","推测，思索；投机活动，投机买卖","","","","","","","",""
"resemble","10767","/rɪˈzembl/","","与……相似，像","","","","","","","","","",""
"perspective","31206","/pəˈspektɪv/","","","","（判断事物的）角度，方法；透视法","","","","","","","",""
"rendition","1441","/renˈdɪʃn/","","","","表演，扮演，演唱；翻译；视觉再现","","","","","","","",""
"interpret","13207","/ɪnˈtɜːprɪt/","解释，说明；口译，翻译","","","","","","","","","","",""
"perimeter","3258","/pəˈrɪmɪtə(r)/","","","","周长；周边","","","","","","","",""
"visual","19736","/ˈvɪʒuəl/","","","","","视觉的，用于视觉的","","","","","","",""
"distort","3162","/dɪˈstɔːt/","","扭曲；曲解；变形","","","","","","","","","",""
"expose","19089","/ɪkˈspəuz/","","使暴露，揭露","","","","","","","","","",""
"audition","1554","/ɔːˈdɪʃn/","","","","试演；试听，试音","","","","","","","",""
"reliable","8994","/rɪˈlaɪəbl/","","","","","可靠的，可依赖的","","","","","","",""
"announce","36068","/əˈnauns/","","宣布；声称","","","","","","","","","",""
"horror","9580","/ˈhɔrə(r)/","","","","害怕，恐怖","","","","","","","",""
"discriminate","3159","/dɪˈskrɪmɪneɪt/","区别；歧视","","","","","","","","","","",""
"destructive","4044","/dɪˈstrʌktɪv/","","","","","破坏（性）的","","","","","","",""
"authority","51662","/ɔːˈθɔrətɪ/","","","","权力，管辖权；官方，当局；权威，专家","","","","","","","",""
"mild","7778","/maɪld/","","","","","温柔的；温和的；轻微的","","","","","","",""
"capacity","22629","/kəˈpæsətɪ/","","","","容量，容积；能量，能力","","","","","","","",""
"latitude","2365","/ˈlætɪtjuːd/","","","","纬度；纬度地区；（言行等的）自由","","","","","","","",""
"circus","3784","/ˈsɜːkəs/","","","","马戏团；环形广场","","","","","","","",""
"comet","5614","/ˈkɔmɪt/","","","","彗星","","","","","","","",""
"democratic","50910","/ˏdeməˈkrætɪk/","","","","","民主的，有民主精神的","","","","","","",""
"install","14724","/ɪnˈstɔːl/","","安顿，安置；安装，设置；正式任命，使正式就职","","","","","","","","","",""
"faculty","21805","/ˈfækltɪ/","","","","才能；学院，系；（学院或系的）全体教学人员","","","","","","","",""
"cucumber","2404","/ˈkjuːkʌmbə(r)/","","","","黄瓜","","","","","","","",""
"institution","45654","/ˏɪnstɪˈtjuːʃn/","","","","（行业）协会；机构；制度；习俗；团体；设立，制定","","","","","","","",""
"kungfu","0","/ˏkʌŋˈfu/","","","","功夫","","","","","","","",""
"probability","5591","/ˏprɔbəˈbɪlətɪ/","","","","可能性；概率","","","","","","","",""
"bizarre","5282","/bɪˈzɑː(r)/","","","","","奇形怪状的；怪诞的","","","","","","",""
"gravity","7599","/ˈgrævətɪ/","","","","重力","","","","","","","",""
"external","82","/ɪkˈstɜːnl/","","","","","外面的，表面的","","","","","","",""
"absurd","3924","/əbˈsɜːd/","","","","","荒谬的，荒唐的","","","","","","",""
"inclination","2203","/ˏɪŋklɪˈneɪʃn/","","","","爱好；趋势；倾斜","","","","","","","",""
"conviction","10638","/kənˈvɪkʃn/","","","","定罪；坚信，确信","","","","","","","",""
"facilitate","9690","/fəˈsɪlɪteɪt/","","使便利，使容易；推动，帮助","","","","","","","","","",""
"grand","24503","/grænd/","","","","","宏伟的；大的","","","","","","",""
"acumen","491","/ˈækjumen/","","","","敏锐；精明","","","","","","","",""
"dissertation","2084","/ˏdɪsəˈteɪʃn/","","","","专题论文","","","","","","","",""
"blame","4674","/bleɪm/","","责怪，责备","","","","","","","","","",""
"ascribe","1417","/əˈskraɪb/","","把……归因于","","","","","","","","","",""
"self-esteem","7075","/ˏselfɪˈstiːm/","","","","自尊；自负","","","","","","","",""
"literate","135","/ˈlɪtərət/","","","","","有读写能力的；有文化的；博学的","","","","","","",""
"extinction","3079","/ɪkˈstɪŋkʃn/","","","","灭绝，绝种；熄灭","","","","","","","",""
"endanger","2807","/ɪnˈdeɪndʒə(r)/","","危及，危害","","","","","","","","","",""
"perception","22947","/pəˈsepʃn/","","","","看法；感觉；洞察力","","","","","","","",""
"rekindle","714","/ˏriːˈkɪndl/","","重新点燃；使复苏","","","","","","","","","",""
"revival","4650","/rɪˈvaɪvl/","","","","（健康、力量或知觉的）恢复，复原；苏醒，复活；复兴；重新使用；重新流行","","","","","","","",""
"inevitable","8471","/ɪnˈevɪtəbl/","","","","","不可避免的，必然（发生）的","","","","","","",""
"acupuncture","767","/ˈækjupʌŋktʃə(r)/","","","","针刺疗法，针灸","","","","","","","",""
